23	3968	2018	1000000	10130095
12	3968	2019	1200000	10130095
30	113	2010	2000000	10130096
9	113	2012	1500000	10130096
24	113	2013	1800000	10130096
2	113	2014	1800000	10130096
16	113	2016	1500000	10130096
28	113	2018	1500000	10130096
28	113	2020	1500000	10130096
9	2689	2011	1800000	10130097
9	2689	2014	1800000	10130097
5	2899	2010	1500000	10130098
23	2899	2012	2000000	10130098
17	2880	2010	2000000	10130099
28	2880	2017	1500000	10130099
29	2880	2018	1200000	10130099
7	3926	2013	1500000	10130100
15	3926	2014	1500000	10130100
30	3926	2018	1000000	10130100
19	3926	2015	2000000	10130100
13	3926	2016	1800000	10130100
3	3662	2012	1800000	10130101
17	3662	2014	2000000	10130101
24	3662	2015	1800000	10130101
1	3662	2020	2000000	10130101
24	2838	2016	1800000	10130102
23	2096	2010	1800000	10130103
20	2096	2016	1800000	10130103
4	823	2012	1800000	10130104
10	823	2020	1800000	10130104
5	823	2015	2000000	10130104
2	39	2016	1800000	10130105
5	39	2017	2000000	10130105
2	39	2018	1000000	10130105
29	39	2020	2000000	10130105
6	1680	2011	1800000	10130106
17	1103	2014	2000000	10130107
17	3308	2012	1800000	10130108
30	3308	2017	1800000	10130108
6	1962	2011	1800000	10130109
29	1962	2016	1500000	10130109
21	2661	2010	1500000	10130110
23	2661	2013	1800000	10130110
18	2661	2017	2000000	10130110
27	852	2011	1800000	10130111
23	852	2015	1800000	10130111
28	852	2017	1500000	10130111
19	2541	2013	1800000	10130112
21	2541	2016	1500000	10130112
24	2541	2018	1000000	10130112
15	2541	2019	1800000	10130112
22	2541	2020	1800000	10130112
26	3781	2018	1000000	10130113
2	3781	2020	1500000	10130113
22	1516	2016	2000000	10130114
26	1661	2010	1800000	10130115
2	1661	2015	1800000	10130115
22	1661	2016	2000000	10130115
12	1661	2017	2000000	10130115
23	1074	2018	1000000	10130116
21	655	2013	1500000	10130117
12	655	2014	2000000	10130117
17	3505	2016	2000000	10130118
6	3505	2020	1800000	10130118
15	2332	2016	1500000	10130119
17	2332	2018	1500000	10130119
4	68	2013	1500000	10130120
7	68	2015	2000000	10130120
8	1133	2012	1800000	10130121
18	1133	2015	1500000	10130121
12	2658	2010	1800000	10130122
26	2658	2014	1500000	10130122
7	2658	2020	1500000	10130122
26	2658	2016	1500000	10130122
11	2658	2017	1500000	10130122
24	2658	2019	1200000	10130122
27	1609	2015	1500000	10130123
3	1609	2019	1200000	10130123
16	1031	2015	2000000	10130124
13	2078	2017	1500000	10130125
19	1534	2011	1500000	10130126
23	1534	2018	1000000	10130126
15	1982	2014	1500000	10130127
21	1982	2015	2000000	10130127
7	3361	2011	1800000	10130128
9	3361	2012	1500000	10130128
10	3361	2013	1500000	10130128
10	3361	2014	2000000	10130128
29	1189	2012	1800000	10130129
18	1189	2013	1800000	10130129
12	1189	2014	2000000	10130129
15	1189	2017	1500000	10130129
4	1189	2018	1500000	10130129
8	449	2014	2000000	10130130
3	449	2018	1000000	10130130
28	2395	2013	2000000	10130131
29	2395	2016	1500000	10130131
6	2395	2017	2000000	10130131
16	2395	2019	1500000	10130131
11	2395	2020	2000000	10130131
22	1543	2011	1800000	10130132
21	1543	2012	1800000	10130132
30	1543	2015	1500000	10130132
14	1543	2018	1000000	10130132
2	1543	2020	1500000	10130132
20	1589	2010	2000000	10130133
12	1589	2017	2000000	10130133
27	1589	2019	1200000	10130133
1	4040	2019	1200000	10130134
27	1116	2016	1500000	10130136
10	1218	2015	1500000	10130137
16	1218	2016	1500000	10130137
15	1218	2018	1500000	10130137
23	3095	2010	1800000	10130138
24	3095	2016	1800000	10130138
12	2083	2013	2000000	10130139
10	2083	2015	1500000	10130139
6	2373	2013	1800000	10130140
20	1667	2012	1500000	10130141
28	1667	2014	2000000	10130141
1	1667	2016	1500000	10130141
8	1667	2018	1200000	10130141
7	1778	2010	2000000	10130142
6	1778	2011	1800000	10130142
15	1778	2017	1500000	10130142
26	1778	2020	1500000	10130142
24	1940	2014	1500000	10130143
21	1940	2016	1500000	10130143
5	1940	2018	1000000	10130143
27	3602	2012	1500000	10130144
5	3602	2015	2000000	10130144
9	3602	2020	1800000	10130144
24	3382	2010	1500000	10130145
2	3382	2016	1800000	10130145
15	61	2010	2000000	10130146
29	61	2012	1800000	10130146
3	61	2014	2000000	10130146
2	61	2015	1800000	10130146
28	61	2019	1800000	10130146
3	2931	2016	2000000	10130147
29	2931	2017	1800000	10130147
13	2616	2016	1800000	10130148
7	2616	2019	1800000	10130148
18	2704	2012	2000000	10130149
1	2704	2013	2000000	10130149
4	1490	2013	1500000	10130150
14	1490	2014	1800000	10130150
26	1490	2020	1500000	10130150
4	116	2012	1800000	10130151
21	116	2014	1800000	10130151
26	3335	2016	1500000	10130152
14	3335	2020	2000000	10130152
17	2408	2010	2000000	10130154
23	2408	2011	1800000	10130154
27	2408	2012	1500000	10130154
18	2408	2013	1800000	10130154
21	2408	2015	2000000	10130154
15	1030	2015	1500000	10130155
15	1030	2019	1800000	10130155
6	1610	2016	1800000	10130156
17	1610	2018	1500000	10130156
26	516	2011	1500000	10130157
9	516	2012	1500000	10130157
7	516	2014	1800000	10130157
16	516	2017	1800000	10130157
19	2971	2010	2000000	10130158
1	2971	2011	2000000	10130158
1	2971	2014	1800000	10130158
24	2971	2015	1800000	10130158
28	1038	2014	2000000	10130159
19	1038	2017	1800000	10130159
1	1038	2020	2000000	10130159
10	2974	2016	2000000	10130160
29	2974	2017	1800000	10130160
6	2286	2010	1500000	10130161
25	2286	2015	1800000	10130161
12	2286	2016	1800000	10130161
5	2286	2019	1500000	10130161
8	3654	2010	2000000	10130162
17	3654	2015	2000000	10130162
26	1420	2017	1800000	10130163
7	1420	2019	1800000	10130163
1	1420	2020	2000000	10130163
28	3395	2019	1800000	10130164
14	778	2010	1500000	10130165
9	778	2011	1800000	10130165
15	1651	2013	1800000	10130166
29	1651	2015	2000000	10130166
1	2255	2010	1800000	10130167
7	2255	2011	1800000	10130167
1	2255	2020	2000000	10130167
6	2950	2010	1500000	10130168
28	2950	2020	1500000	10130168
23	2950	2015	1800000	10130168
15	2950	2018	1500000	10130168
26	2950	2019	1800000	10130168
13	1811	2010	1800000	10130170
7	1811	2015	2000000	10130170
21	2861	2014	1800000	10130171
30	2861	2017	1800000	10130171
2	2861	2018	1000000	10130171
17	563	2019	1500000	10130172
23	80	2011	1800000	10130173
21	2666	2011	1800000	10130174
28	4018	2011	1500000	10130175
6	4018	2014	1800000	10130175
21	4018	2016	1500000	10130175
22	112	2018	1000000	10130176
29	112	2020	2000000	10130176
10	2297	2013	1500000	10130177
23	2297	2017	1500000	10130177
11	2297	2019	1200000	10130177
2	2342	2012	2000000	10130178
7	4042	2019	1800000	10130180
11	1785	2017	1500000	10130182
19	838	2015	2000000	10130183
23	1385	2015	1800000	10130185
18	1385	2016	1500000	10130185
22	1385	2018	1000000	10130185
14	1496	2010	1500000	10130186
11	2407	2010	1500000	10130187
20	2407	2011	1500000	10130187
3	2407	2012	1800000	10130187
30	2407	2014	1500000	10130187
17	1076	2010	2000000	10130188
17	1076	2015	2000000	10130188
29	1076	2018	1200000	10130188
15	4035	2020	1800000	10130189
14	870	2017	1800000	10130190
21	870	2019	1800000	10130190
27	272	2012	1500000	10130191
28	272	2013	2000000	10130191
29	3213	2014	2000000	10130192
23	3213	2017	1500000	10130192
5	3213	2018	1000000	10130192
12	1353	2012	2000000	10130193
18	1618	2015	1500000	10130194
14	1618	2018	1000000	10130194
21	1618	2020	1500000	10130194
18	3744	2016	1500000	10130195
12	3744	2017	2000000	10130195
20	3744	2019	1800000	10130195
1	3744	2020	2000000	10130195
23	3383	2010	1800000	10130196
13	3383	2017	1500000	10130196
25	733	2016	2000000	10130197
5	733	2018	1000000	10130197
24	2801	2011	2000000	10130198
11	2801	2014	1800000	10130198
11	727	2010	1500000	10130200
10	727	2017	1800000	10130200
16	727	2018	1500000	10130200
20	727	2019	1800000	10130200
19	960	2010	2000000	10130201
10	960	2011	1800000	10130201
9	2885	2017	1500000	10130202
21	3999	2011	1800000	10130203
13	3999	2018	1000000	10130203
8	1575	2013	2000000	10130204
11	3702	2011	2000000	10130205
15	3702	2018	1500000	10130205
25	3168	2019	1800000	10130206
26	3168	2012	2000000	10130206
16	3168	2013	2000000	10130206
27	3168	2015	1500000	10130206
13	3168	2017	1500000	10130206
22	368	2015	2000000	10130207
24	368	2016	1800000	10130207
26	2596	2015	1500000	10130208
26	2596	2019	1800000	10130208
6	3477	2018	1000000	10130209
17	301	2012	1800000	10130210
5	301	2014	2000000	10130210
4	301	2017	1500000	10130210
28	954	2013	2000000	10130211
27	954	2019	1200000	10130211
23	3808	2012	2000000	10130212
28	3808	2014	2000000	10130212
19	3808	2015	2000000	10130212
11	1915	2012	1500000	10130213
29	1915	2013	2000000	10130213
16	1915	2014	1500000	10130213
13	1915	2015	1800000	10130213
7	2480	2018	1000000	10130214
28	2480	2019	1800000	10130214
27	3757	2012	1500000	10130215
26	3757	2017	1800000	10130215
21	3757	2020	1500000	10130215
8	1575	2013	2000000	10130217
18	2001	2014	1500000	10130218
22	2001	2017	2000000	10130218
17	3690	2017	1500000	10130221
19	3690	2019	1200000	10130221
6	3690	2015	1800000	10130221
14	129	2011	2000000	10130222
12	129	2014	2000000	10130222
5	129	2016	1800000	10130222
25	3127	2016	2000000	10130223
4	3127	2017	1500000	10130223
5	3127	2019	1500000	10130223
18	2758	2012	2000000	10130224
4	2758	2016	1500000	10130224
9	2758	2017	1500000	10130224
15	3216	2017	1500000	10130225
6	3216	2018	1000000	10130225
7	1778	2010	2000000	10130226
6	1778	2011	1800000	10130226
15	1778	2017	1500000	10130226
26	1778	2020	1500000	10130226
22	1665	2014	1800000	10130227
16	1665	2019	1500000	10130227
22	1665	2020	1800000	10130227
15	1165	2011	1800000	10130228
15	1165	2012	1800000	10130228
11	1165	2017	1500000	10130228
10	2983	2011	1800000	10130229
10	2983	2012	1500000	10130229
8	2983	2015	1500000	10130229
15	2983	2018	1500000	10130229
9	1620	2013	1800000	10130230
28	1620	2015	2000000	10130230
13	1620	2017	1500000	10130230
2	3772	2012	2000000	10130231
16	3772	2015	2000000	10130231
24	2376	2015	1800000	10130233
30	1407	2010	2000000	10130234
20	1166	2010	2000000	10130235
26	1986	2020	1500000	10130236
23	1221	2010	1800000	10130237
11	2834	2011	2000000	10130238
16	2834	2017	1800000	10130238
12	2834	2018	1500000	10130238
4	2834	2019	1800000	10130238
9	173	2018	1200000	10130239
5	173	2019	1500000	10130239
8	952	2013	2000000	10130240
4	2945	2012	1800000	10130241
8	2945	2016	1800000	10130241
18	2945	2018	1000000	10130241
26	2945	2019	1800000	10130241
25	2739	2011	2000000	10130242
8	2739	2013	2000000	10130242
26	2739	2015	1500000	10130242
24	2739	2017	1500000	10130242
21	2795	2017	2000000	10130243
25	2795	2018	1000000	10130243
6	2489	2011	1800000	10130244
18	2489	2012	2000000	10130244
29	2489	2014	2000000	10130244
11	2489	2016	1500000	10130244
28	2489	2017	1500000	10130244
30	2489	2020	1500000	10130244
14	2589	2015	2000000	10130246
11	2589	2017	1500000	10130246
25	2589	2018	1000000	10130246
17	2691	2011	1800000	10130247
1	2691	2012	2000000	10130247
22	2691	2014	1800000	10130247
16	2518	2011	2000000	10130248
28	2518	2013	2000000	10130248
30	2518	2016	1500000	10130248
11	2518	2017	1500000	10130248
6	1224	2018	1000000	10130249
21	1224	2019	1800000	10130249
12	3857	2013	2000000	10130250
4	430	2016	1500000	10130251
8	430	2017	2000000	10130251
25	430	2019	1800000	10130251
4	484	2011	1500000	10130252
25	484	2012	1800000	10130252
18	484	2013	1800000	10130252
25	484	2014	1800000	10130252
29	484	2016	1500000	10130252
12	1392	2016	1800000	10130253
2	1392	2018	1000000	10130253
5	1392	2019	1500000	10130253
9	3122	2015	1500000	10130254
11	3122	2018	1500000	10130254
7	1773	2010	2000000	10130255
7	1773	2015	2000000	10130255
22	2046	2013	1800000	10130256
29	2046	2016	1500000	10130256
25	2046	2017	1800000	10130256
25	1876	2011	2000000	10130257
16	1876	2014	1500000	10130257
9	1876	2020	1800000	10130257
30	1843	2011	2000000	10130258
13	3228	2019	1800000	10130259
1	2601	2013	2000000	10130260
12	2601	2018	1500000	10130260
17	2601	2019	1500000	10130260
22	1315	2011	1800000	10130261
17	975	2011	1800000	10130262
6	975	2018	1000000	10130262
28	975	2014	2000000	10130262
21	975	2016	1500000	10130262
7	3642	2020	1500000	10130263
28	3642	2017	1500000	10130263
1	3642	2019	1200000	10130263
20	4046	2013	1500000	10130264
6	2286	2010	1500000	10130265
25	2286	2015	1800000	10130265
12	2286	2016	1800000	10130265
5	2286	2019	1500000	10130265
23	2711	2011	1800000	10130266
12	2711	2017	2000000	10130266
3	66	2012	1800000	10130267
5	66	2017	2000000	10130267
23	66	2018	1000000	10130267
29	66	2019	1500000	10130267
8	3422	2012	1800000	10130268
11	1659	2011	2000000	10130269
28	1659	2016	1800000	10130269
24	1659	2018	1000000	10130269
5	1659	2020	1500000	10130269
14	1568	2018	1000000	10130270
7	1568	2020	1500000	10130270
8	3490	2013	2000000	10130271
9	3490	2014	1800000	10130271
20	2883	2016	1800000	10130272
23	2883	2020	1500000	10130272
23	3861	2010	1800000	10130274
21	3919	2012	1800000	10130275
5	3919	2016	1800000	10130275
15	2929	2013	1800000	10130276
28	2929	2014	2000000	10130276
15	2929	2016	1500000	10130276
23	3564	2015	1800000	10130277
25	1331	2015	1800000	10130278
19	1331	2016	2000000	10130278
10	610	2011	1800000	10130279
10	610	2016	2000000	10130279
16	1071	2014	1500000	10130281
15	569	2020	1800000	10130282
19	867	2012	1500000	10130283
18	867	2014	1500000	10130283
24	867	2015	1800000	10130283
29	867	2018	1200000	10130283
9	867	2019	1200000	10130283
7	867	2020	1500000	10130283
21	2522	2010	1500000	10130284
21	2522	2014	1800000	10130284
19	2522	2016	2000000	10130284
18	2522	2019	1800000	10130284
21	1500	2013	1500000	10130285
23	1500	2014	1800000	10130285
16	3059	2010	2000000	10130286
25	394	2014	1800000	10130287
8	394	2015	1500000	10130287
28	1242	2010	1500000	10130288
9	1242	2011	1800000	10130288
3	466	2010	1500000	10130289
1	466	2014	1800000	10130289
18	466	2019	1800000	10130289
5	2067	2015	2000000	10130290
27	4006	2010	2000000	10130291
11	4006	2012	1500000	10130291
1	4006	2016	1500000	10130291
24	4006	2019	1200000	10130291
21	1341	2018	1200000	10130292
14	2164	2010	1500000	10130293
15	2164	2011	1800000	10130293
7	2164	2016	2000000	10130293
6	2164	2020	1800000	10130293
11	2164	2013	1800000	10130293
5	1310	2015	2000000	10130294
25	1310	2020	1800000	10130294
26	1310	2017	1800000	10130294
12	426	2014	2000000	10130295
30	426	2015	1500000	10130295
5	426	2020	1500000	10130295
19	2541	2013	1800000	10130296
21	2541	2016	1500000	10130296
24	2541	2018	1000000	10130296
15	2541	2019	1800000	10130296
22	2541	2020	1800000	10130296
22	3347	2011	1800000	10130297
24	3347	2012	1500000	10130297
8	3347	2013	2000000	10130297
14	3534	2012	1800000	10130298
28	1162	2017	1500000	10130299
8	3749	2012	1800000	10130300
30	3749	2016	1500000	10130300
20	3749	2020	1800000	10130300
20	968	2011	1500000	10130301
14	968	2013	1500000	10130301
2	968	2016	1800000	10130301
16	968	2017	1800000	10130301
16	968	2020	1500000	10130301
16	149	2013	2000000	10130302
20	149	2015	1500000	10130302
24	149	2017	1500000	10130302
12	3064	2013	2000000	10130303
21	3064	2017	2000000	10130303
17	2715	2012	1800000	10130304
8	2715	2013	2000000	10130304
28	2715	2015	2000000	10130304
26	2715	2017	1800000	10130304
17	3103	2010	2000000	10130306
29	3103	2012	1800000	10130306
22	3103	2017	2000000	10130306
4	3103	2020	1500000	10130306
11	1273	2010	1500000	10130308
16	1273	2014	1500000	10130308
12	1273	2020	1500000	10130308
28	3405	2011	1500000	10130309
8	3405	2012	1800000	10130309
1	3405	2014	1800000	10130309
28	3405	2015	2000000	10130309
11	3405	2016	1500000	10130309
26	3405	2017	1800000	10130309
15	585	2010	2000000	10130310
7	585	2011	1800000	10130310
19	2023	2010	2000000	10130311
17	2023	2013	2000000	10130311
26	2023	2014	1500000	10130311
12	2023	2016	1800000	10130311
8	1201	2010	2000000	10130312
29	1201	2012	1800000	10130312
12	1201	2016	1800000	10130312
8	1201	2018	1200000	10130312
24	1201	2019	1200000	10130312
11	69	2012	1500000	10130313
18	69	2014	1500000	10130313
30	69	2016	1500000	10130313
18	2758	2012	2000000	10130314
4	2758	2016	1500000	10130314
9	2758	2017	1500000	10130314
11	3364	2011	2000000	10130315
24	3364	2016	1800000	10130315
20	3364	2018	1200000	10130315
10	3364	2020	1800000	10130315
18	917	2010	1500000	10130316
29	917	2013	2000000	10130316
8	917	2020	1500000	10130316
20	2440	2010	2000000	10130317
2	2440	2016	1800000	10130317
6	2440	2018	1000000	10130317
28	3099	2016	1800000	10130318
9	3099	2019	1200000	10130318
1	4040	2019	1200000	10130319
20	30	2016	1800000	10130320
11	1359	2012	1500000	10130321
26	1359	2014	1500000	10130321
17	1359	2017	1500000	10130321
16	1359	2019	1500000	10130321
17	324	2013	2000000	10130322
22	324	2015	2000000	10130322
6	324	2017	2000000	10130322
1	324	2020	2000000	10130322
3	3334	2013	2000000	10130323
24	3334	2018	1000000	10130323
3	1991	2011	1500000	10130324
24	1991	2016	1800000	10130324
22	1991	2020	1800000	10130324
15	1973	2017	1500000	10130325
24	1973	2020	1800000	10130325
16	1466	2014	1500000	10130326
20	1466	2015	1500000	10130326
13	1466	2016	1800000	10130326
17	1466	2018	1500000	10130326
12	1466	2020	1500000	10130326
30	2360	2012	2000000	10130327
4	2360	2016	1500000	10130327
29	2360	2017	1800000	10130327
7	850	2015	2000000	10130328
29	850	2016	1500000	10130328
29	850	2019	1500000	10130328
17	850	2020	2000000	10130328
22	3884	2012	1800000	10130329
8	3884	2013	2000000	10130329
2	3884	2014	1800000	10130329
19	2960	2013	1800000	10130330
29	2960	2017	1800000	10130330
25	2960	2018	1000000	10130330
4	2960	2015	2000000	10130330
24	3105	2010	1500000	10130331
8	3105	2016	1800000	10130331
10	3105	2018	1200000	10130331
2	2388	2011	1800000	10130332
17	2388	2012	1800000	10130332
21	2473	2012	1800000	10130333
1	2473	2018	1200000	10130333
19	2517	2012	1500000	10130334
17	301	2012	1800000	10130335
5	301	2014	2000000	10130335
4	301	2017	1500000	10130335
10	1970	2011	1800000	10130336
9	1970	2012	1500000	10130336
13	1970	2014	1500000	10130336
24	3102	2011	2000000	10130337
5	3102	2013	1800000	10130337
8	3102	2015	1500000	10130337
26	1495	2011	1500000	10130338
6	1495	2012	2000000	10130338
4	1495	2013	1500000	10130338
26	1495	2019	1800000	10130338
26	1559	2013	2000000	10130339
29	1559	2014	2000000	10130339
18	1559	2019	1800000	10130339
14	1607	2011	2000000	10130340
1	1607	2015	2000000	10130340
17	2747	2013	2000000	10130341
17	2747	2016	2000000	10130341
30	2747	2020	1500000	10130341
16	439	2019	1500000	10130342
14	3795	2011	2000000	10130343
3	3795	2015	1800000	10130343
21	2586	2015	2000000	10130344
14	2586	2017	1800000	10130344
11	2586	2018	1500000	10130344
21	2226	2014	1800000	10130345
26	2226	2017	1800000	10130345
17	2918	2018	1500000	10130346
4	2918	2019	1800000	10130346
10	2874	2010	1500000	10130347
30	2874	2011	2000000	10130347
15	2874	2018	1500000	10130347
30	683	2013	1800000	10130348
28	683	2018	1500000	10130348
4	3066	2020	1500000	10130349
28	2802	2012	1800000	10130350
11	2802	2020	2000000	10130350
14	3647	2011	2000000	10130351
3	114	2011	1500000	10130352
30	114	2019	1500000	10130352
26	1734	2015	1500000	10130353
20	2568	2011	1500000	10130354
29	2568	2014	2000000	10130354
5	2568	2016	1800000	10130354
3	2568	2017	1800000	10130354
18	2568	2018	1000000	10130354
27	764	2014	1500000	10130355
1	764	2015	2000000	10130355
22	764	2019	1800000	10130355
23	1883	2015	1800000	10130356
18	1883	2017	2000000	10130356
28	1524	2018	1500000	10130357
30	2000	2013	1800000	10130358
21	2119	2011	1800000	10130359
15	2119	2014	1500000	10130359
19	2119	2016	2000000	10130359
17	2119	2017	1500000	10130359
17	3004	2014	2000000	10130360
4	3004	2015	2000000	10130360
25	3004	2019	1800000	10130360
23	3024	2013	1800000	10130361
11	3024	2014	1800000	10130361
24	3024	2018	1000000	10130361
20	1136	2014	1500000	10130362
2	1136	2018	1000000	10130362
15	2823	2010	2000000	10130363
15	2823	2011	1800000	10130363
7	2823	2013	1500000	10130363
24	2823	2017	1500000	10130363
25	3535	2010	1500000	10130364
30	3535	2016	1500000	10130364
11	3535	2017	1500000	10130364
20	3535	2018	1200000	10130364
17	985	2013	2000000	10130365
29	1812	2011	2000000	10130366
26	3549	2010	1800000	10130367
2	3549	2011	1800000	10130367
24	3549	2015	1800000	10130367
15	3679	2012	1800000	10130368
1	3679	2013	2000000	10130368
9	3679	2014	1800000	10130368
12	397	2010	1800000	10130369
14	397	2017	1800000	10130369
